#N/A	Geneid	Fmr1_RPF_4	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RPF_5	Fmr1_RPF_6	Fmr1_RNA_3	Fmr1_RNA_4	Fmr1_RPF_2	control_RNA_2	Fmr1_RNA_6	control_RPF_4	control_RNA_3	Fmr1_RPF_7	Fmr1_RNA_5	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1			#SUBMITTED ID	SYMBOL
COX5B	FBgn0031830	3	463	5245	611	620	427	180	4289	5104	386	5286	5457	195	5270	279	5298	5385	5419	444	1			FBgn0261615	CG42704
CG9596	FBgn0031832	0	99	1357	134	116	56	52	1154	1403	69	1149	1253	50	1337	57	1294	1262	1123	99	0			FBgn0261616	CG42705
COX5BL	FBgn0031831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0085366	CG34337
Ent2	FBgn0263916	7	360	3784	302	276	214	74	3312	3474	257	2858	3254	116	3126	161	3005	3690	2624	221	0			FBgn0029950	CG9657
CG13766	FBgn0031834	0	55	1034	71	45	53	38	959	1043	32	1093	1012	29	1199	24	993	1046	1036	30	0			FBgn0040922	CG15036
CG11319	FBgn0031835	6	2	76	3	1	2	0	60	25	1	25	48	0	28	2	44	69	22	0	0			FBgn0052726	CG32726
CG11050	FBgn0031836	0	103	5767	141	106	92	45	5545	6365	77	6054	5216	69	7215	60	6156	5840	6365	104	0			FBgn0040923	CG11368
DIP-iota	FBgn0031837	0	4	44	6	5	6	0	29	18	0	26	25	8	11	3	15	26	20	15	0			FBgn0262827	CG43198
CG34345	FBgn0085374	1	7	0	0	1	0	3	1	0	0	0	0	0	0	3	0	0	0	0	1			FBgn0262612	CG43138
Oatp26F	FBgn0051634	0	1	0	1	5	0	1	0	1	0	0	0	3	2	0	0	2	1	0	0			FBgn0052720	CG32720
CG31635	FBgn0051635	1	160	6687	181	242	145	72	5511	6520	96	6243	6154	127	6680	89	5650	6199	5675	146	1			FBgn0029951	CG11369
Tango1	FBgn0286898	6	509	7706	528	471	415	132	7727	8670	305	7144	7469	312	8384	210	8012	7826	7259	310	6			FBgn0029952	CG12689
CG31633	FBgn0051633	0	44	899	78	60	52	18	709	907	37	883	840	26	1078	22	884	783	1009	66	0			FBgn0029955	CG15478
CG31636	FBgn0051636	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0			FBgn0029961	Ir7a
Ube4A	FBgn0028467	0	123	4896	138	95	97	38	4724	5719	61	5340	4719	56	6132	40	5057	4970	5552	77	13			FBgn0085367	CG34338
CG13771	FBgn0031844	0	0	12	3	1	0	0	15	12	0	13	14	0	15	0	9	16	21	0	0			FBgn0052718	CG32718
CG34310	FBgn0085339	0	115	172	159	127	130	47	113	138	64	116	156	70	117	51	153	138	113	60	2			FBgn0029962	CARPA
cup	FBgn0000392	35	4038	0	4079	4060	3434	1498	0	0	2238	0	0	2444	0	2062	0	0	0	2818	14			FBgn0029963	CG10920
Galt	FBgn0263200	0	35	205	23	40	16	5	146	166	28	127	184	11	108	11	159	197	106	18	0			FBgn0029964	CG1409
Spn27A	FBgn0028990	0	43	2213	82	38	49	25	2173	2637	34	2216	2018	28	2482	25	2373	2320	2371	30	0			FBgn0029965	Ir7b
cort	FBgn0000351	0	194	2920	292	226	192	114	3128	3977	147	4247	2922	148	4803	112	3321	3229	4446	182	0			FBgn0029966	Ir7c
Nse1	FBgn0031848	1	73	1229	97	65	71	30	1152	1439	80	1498	1235	69	1651	34	1397	1225	1543	73	0			FBgn0259190	Ir7d
Nhe3	FBgn0028703	1	249	6722	173	161	177	48	6062	6890	174	6231	6350	91	7358	104	6627	6641	6609	160	0			FBgn0259189	Ir7e
CG11327	FBgn0031849	0	5	4	2	0	0	0	4	5	1	2	5	1	3	2	4	6	7	0	0			FBgn0259188	Ir7f
Tsp	FBgn0031850	0	0	8	1	2	0	0	6	7	1	7	7	1	4	3	5	6	2	1	0			FBgn0029968	Ir7g
AkhR	FBgn0025595	0	1	7	2	2	1	8	0	1	1	1	3	0	1	0	15	10	2	0	0			FBgn0266490	CG45089
Aatf	FBgn0031851	0	117	2664	168	130	137	74	2434	2966	95	2535	2763	79	2926	75	2862	2721	2660	135	1			FBgn0029971	ND-MNLL
homer	FBgn0025777	0	129	6341	220	140	157	87	6212	7768	106	7108	6117	105	8198	108	7036	6584	7622	101	2			FBgn0029974	dpr14
Liprin-alpha	FBgn0046704	1	49	3403	122	69	57	21	3030	3650	57	3546	3215	45	3968	31	3192	3315	3431	92	1			FBgn0029977	hdm
TTLL3B	FBgn0031853	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	1			FBgn0029986	CG15332
TTLL3A	FBgn0031854	2	5	0	7	16	10	8	1	0	5	0	1	2	0	3	0	0	0	6	1			FBgn0029987	CG15330
meng	FBgn0031855	0	0	10	0	0	0	0	7	11	0	5	9	0	5	3	3	8	2	0	0			FBgn0010329	Tbh
CG31910	FBgn0051910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0029989	CG15333
CG44271	FBgn0265257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0029993	CG1571
CG11322	FBgn0031856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0029994	Ldsdh1
LUBEL	FBgn0031857	1	7	64	3	3	2	1	51	42	0	19	62	0	22	2	31	59	23	4	0			FBgn0029995	CG2256
CG17378	FBgn0031858	0	0	1	1	0	0	0	1	1	0	2	2	0	2	0	3	1	2	0	0			FBgn0030001	cyr
nrv1	FBgn0015776	2	413	9442	518	483	386	110	8392	9411	330	9710	8505	252	11178	254	9369	9173	10134	272	1			FBgn0030005	CG2120
nrv2	FBgn0015777	0	33	637	58	53	69	19	432	323	33	238	505	20	243	15	416	521	207	29	1			FBgn0030009	CG15336
CG43610	FBgn0263585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030014	CG15337
CG17376	FBgn0042189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030015	CG10761
CG17377	FBgn0031859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030016	Or7a
Daao2	FBgn0031860	0	0	2	2	1	2	4	1	0	0	0	2	0	1	0	5	4	1	1	0			FBgn0030029	CG15343
CG17375	FBgn0031861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0			FBgn0015519	nAChRalpha3
sens-2	FBgn0051632	0	0	0	0	0	0	1	1	0	0	0	0	0	0	9	1	0	0	0	0			FBgn0030033	CG1387
Rca1	FBgn0017551	1	286	5172	479	354	328	184	5217	6679	215	6693	5254	246	7629	267	5953	5706	7542	251	1			FBgn0262976	lawc
l(2)k09022	FBgn0086451	8	1307	9745	1267	1403	1079	560	7679	10400	663	8003	10218	799	8732	621	9382	9046	7167	952	8			FBgn0052712	CG32712
Nha1	FBgn0031865	3	448	2475	285	341	358	125	2027	1742	268	1338	2116	246	1447	212	1882	2198	1336	221	7			FBgn0021767	org-1
Nlg2	FBgn0031866	0	2	31	0	0	1	0	27	21	0	24	21	0	27	1	27	38	15	0	0			FBgn0052713	CG32713
Polr1F	FBgn0042092	1	46	2326	64	58	53	14	2218	2433	33	2278	2274	29	2687	16	2450	2263	2476	48	0			FBgn0053223	CG33223
Rat1	FBgn0031868	2	283	3314	408	401	324	163	3191	3706	240	3594	3059	195	4228	203	3308	3228	3635	305	1			FBgn0024943	PIP82
Wee1	FBgn0011737	1	94	2502	111	94	90	48	2248	2702	91	2862	2426	60	3368	40	2591	2278	2979	99	0			FBgn0030050	CG12111
x16	FBgn0028554	6	292	9173	377	290	178	84	8915	11221	153	9691	9053	115	11094	134	10528	9116	10861	230	12			FBgn0030051	spirit
CG32829	FBgn0052829	0	0	15	1	1	0	0	16	17	0	10	14	0	10	0	16	18	15	0	0			FBgn0004102	oc
nop5	FBgn0026196	8	1172	14463	1224	1187	1016	341	12777	13016	688	10367	13564	417	11093	571	12579	13147	9775	729	3			FBgn0030058	CG11294
Hrb27C	FBgn0004838	11	1827	71896	1762	1829	1190	603	67350	75270	1279	60524	67113	828	70644	921	70001	71352	63141	1284	18			FBgn0026411	Lim1
CG43232	FBgn0262877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0			FBgn0030071	CG12661
CG18304	FBgn0031869	0	6	167	8	67	6	2	141	66	2	64	143	3	57	20	90	161	49	8	0			FBgn0262900	CG43255
Fgop2	FBgn0031871	2	19	2819	89	61	60	19	2938	3638	44	3339	2925	40	3887	35	3306	3137	3762	87	0			FBgn0030073	CG10962
ihog	FBgn0031872	0	32	1839	26	18	10	3	1595	1791	10	1853	1415	7	2176	14	1580	1689	1917	14	0			FBgn0030074	CG12662
Gas41	FBgn0031873	1	118	555	171	137	159	72	654	724	84	696	703	71	917	99	725	678	823	166	0			FBgn0030078	CG10970
SA	FBgn0020616	2	267	2847	339	291	282	120	2591	2863	184	2883	2543	178	3417	158	2809	2825	2746	253	0			FBgn0052706	CG32706
CG13775	FBgn0031874	0	15	488	11	9	6	4	383	377	4	410	374	5	486	6	392	472	410	5	0			FBgn0030085	CG6999
CG3430	FBgn0031875	2	280	4023	400	303	333	129	3807	5402	202	5609	4204	212	6400	170	4765	4252	5976	313	1			FBgn0265725	CG44532
Atac1	FBgn0031876	0	44	390	42	32	36	17	498	518	19	575	290	14	657	14	534	454	620	32	0			FBgn0030097	CG12115
Hmgcl	FBgn0031877	0	67	238	78	63	45	15	262	338	44	305	298	30	331	29	273	265	311	49	0			FBgn0030098	CG12057
sip2	FBgn0031878	2	291	4069	364	275	250	136	4252	5067	163	5624	3980	182	6775	116	4751	4489	6423	280	0			FBgn0030103	Obp8a
Coprox	FBgn0021944	0	148	2046	118	119	95	40	2166	2786	79	2662	2022	58	3239	68	2504	2155	2930	90	0			FBgn0030104	CG15368
smt3	FBgn0264922	11	786	22333	1026	982	589	280	22091	26221	575	25800	21327	264	28898	411	25609	23218	29094	685	1			FBgn0030105	CG15369
snRNP-U1-70K	FBgn0016978	3	193	3907	184	147	112	71	4157	5216	94	4275	3625	70	5053	89	4484	4078	4820	134	0			FBgn0030107	CG15370
uif	FBgn0031879	0	1	4	2	3	2	1	1	0	0	0	5	0	1	0	1	4	0	2	0			FBgn0030108	Gr8a
CG43321	FBgn0263026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0052704	Ir8a
CG43322	FBgn0263027	0	1	326	10	7	5	0	278	343	0	398	308	0	472	7	349	321	413	0	0			FBgn0052703	Erk7
Gart	FBgn0000053	3	293	5096	440	393	252	133	4333	4702	217	3481	4887	162	3482	243	4325	4886	3027	267	5			FBgn0030120	CG17440
Pcp	FBgn0003046	0	0	1	0	0	0	0	6	5	0	4	8	0	1	0	3	1	4	0	0			FBgn0002576	lz
CG31908	FBgn0051908	0	17	4315	61	38	34	10	4143	5063	26	4436	4374	18	4947	18	4518	4511	5065	44	2			FBgn0085479	CG34450
MME1	FBgn0031881	1	13	1160	18	9	23	10	1044	1345	20	1142	1205	12	1336	17	1257	1184	1300	7	0			FBgn0266050	CG44815
Rab30	FBgn0031882	0	16	1316	22	14	6	3	1286	1447	9	1640	1228	4	1936	3	1471	1366	1647	3	0			FBgn0267253	CG32700
Caper	FBgn0031883	0	179	4532	246	231	145	79	4088	4727	120	3916	4361	104	4347	102	4314	4254	4061	137	1			FBgn0054028	CG34028
milt	FBgn0262872	3	147	14340	204	163	112	48	12899	15446	140	13050	13131	107	15012	73	13790	13760	12928	118	0			FBgn0054026	CG34026
Mnn1	FBgn0031885	1	38	6289	31	38	24	7	6049	6830	37	6018	5576	20	7459	8	6336	6174	6695	19	0			FBgn0259741	CG42395
Mst27D	FBgn0051907	0	0	7	0	0	0	0	2	4	0	3	6	0	4	0	7	10	5	0	0			FBgn0030148	CG3106
Sem1	FBgn0266666	7	666	4825	1036	820	750	259	5420	6005	496	5741	4787	274	6743	448	6305	5507	6606	736	5			FBgn0000233	btd
Nuf2	FBgn0031886	1	154	1415	361	170	255	104	1638	2080	153	2147	1350	140	2525	98	1868	1595	2372	267	0			FBgn0020378	Sp1
Ugt307A1	FBgn0031887	0	12	19	2	1	2	0	13	10	0	4	18	0	12	0	10	9	4	2	0			FBgn0052698	CARPB
Pvf2	FBgn0031888	0	0	12	2	2	0	0	9	9	0	5	8	0	4	1	11	7	5	4	0			FBgn0266430	CG45060
Pvf3	FBgn0085407	0	15	37	13	7	12	2	19	18	17	11	28	7	20	11	22	42	17	4	0			FBgn0266431	CG45061
MICU1	FBgn0031893	3	261	2837	440	335	356	178	2547	2738	220	3123	2385	288	3550	193	2785	2899	3249	323	0			FBgn0052695	CG32695
CG4496	FBgn0031894	0	15	181	4	4	7	3	192	229	3	338	190	6	444	2	226	199	339	5	4			FBgn0030156	CG15247
CG4497	FBgn0031895	0	83	3541	67	62	46	7	3261	3524	9	4103	2880	36	4782	31	3197	3564	4137	44	0			FBgn0030158	CG9686
CG4502	FBgn0031896	1	123	6494	156	137	120	52	6345	6788	96	6430	5862	90	7407	76	6366	6852	6932	99	0			FBgn0030159	CG9689
CG13784	FBgn0031897	0	67	6349	57	52	47	14	5932	6151	47	5470	5379	35	6376	29	5867	6195	5719	54	2			FBgn0030161	CG15249
mEFG1	FBgn0263133	0	122	1866	187	130	126	62	1647	1969	82	1964	1457	50	2264	45	1743	1791	1934	89	0			FBgn0030162	CG1986
Ndae1	FBgn0259111	0	7	49	14	6	3	4	39	146	12	23	164	4	23	6	161	74	23	12	0			FBgn0030163	CG1791
CG43799	FBgn0264343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030164	CG1889
CG43800	FBgn0264344	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	2	1	0	0	0			FBgn0263216	CG43386
CG13786	FBgn0031900	0	4	37	1	4	4	4	21	9	4	18	3	2	11	3	12	19	9	9	0			FBgn0030167	CG15252
Wnt4	FBgn0010453	0	5	104	4	7	2	2	80	77	9	43	95	2	46	0	72	120	35	12	0			FBgn0052693	Gr9a
CG31909	FBgn0051909	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030181	CG12645
wg	FBgn0284084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0264503	CG43902
Wnt6	FBgn0031902	0	0	13	0	0	0	0	1	8	1	5	14	0	6	0	10	5	4	0	0			FBgn0030186	CG2962
Wnt10	FBgn0031903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0040941	CG15308
ninaC	FBgn0002938	1	0	2	1	1	0	0	3	0	0	0	4	0	1	0	1	0	1	0	0			FBgn0030187	CG2961
CG5149	FBgn0031904	1	159	4523	266	188	202	64	4201	4922	137	4263	4044	109	5003	127	4595	4549	4637	186	0			FBgn0040942	CG12643
gudu	FBgn0031905	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0			FBgn0030191	CG15306
CG5160	FBgn0031906	0	0	4	1	1	2	0	2	5	0	2	1	0	3	0	4	2	0	0	0			FBgn0263997	CG43740
CG5171	FBgn0031907	0	22	42	11	3	8	10	23	19	3	13	18	5	12	7	42	32	16	20	0			FBgn0052679	CG32679
CG5177	FBgn0031908	0	54	164	51	39	23	12	99	77	21	60	142	5	55	24	96	104	62	14	0			FBgn0052686	CG32686
CG5181	FBgn0031909	0	85	1190	110	85	72	49	1203	1541	91	1436	1079	59	1683	54	1416	1252	1679	113	0			FBgn0030195	CG2898
CG15818	FBgn0031910	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0			FBgn0052681	CG32681
chm	FBgn0028387	0	22	3362	57	48	43	21	3752	4717	25	4038	3573	27	5123	21	4140	3675	4576	11	0			FBgn0052683	CG32683
muc	FBgn0283658	2	347	6651	475	341	284	125	6550	7186	308	5899	5855	152	6743	145	6604	6706	6270	306	2			FBgn0030200	RabX2
CG5958	FBgn0031913	4	1487	6523	1665	1612	1488	739	5132	4276	888	2492	4606	916	2005	729	5350	6197	2217	1424	23			FBgn0030202	CG12640
CG5973	FBgn0031914	0	126	708	273	206	286	74	671	501	106	288	436	139	185	45	679	687	347	237	0			FBgn0030204	Or9a
santa-maria	FBgn0025697	0	6	33	12	7	6	4	9	8	5	4	22	8	2	2	21	23	3	7	0			FBgn0030207	CG2887
Gr28a	FBgn0041247	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			FBgn0030215	CG15296
Gr28b	FBgn0045495	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0067052	Rab9D
CG6055	FBgn0031918	0	31	35	7	38	17	5	41	55	2	19	79	19	24	26	73	19	10	15	4			FBgn0263072	CG43347
Ziz	FBgn0260486	0	154	2801	152	107	141	59	2189	1838	102	1401	2263	56	1441	55	1610	2503	1212	83	2			FBgn0030221	Rab9Db
CG6441	FBgn0031920	0	0	35	0	1	0	0	23	23	0	12	18	0	13	0	18	27	11	0	0			FBgn0030222	CG9806
Obp28a	FBgn0011283	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0			FBgn0030223	CG2111
RapGAP1	FBgn0264895	1	196	3858	194	174	182	44	3439	4325	89	3732	3563	91	4285	111	3769	3656	3770	121	0			FBgn0052673	Rab9E
Spn28B	FBgn0083141	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0			FBgn0030224	CG12637
Cyp4d21	FBgn0031925	0	0	0	0	2	1	2	1	0	1	0	0	1	0	3	0	0	0	0	0			FBgn0030230	Rph
CG6739	FBgn0031926	0	6	49	7	5	8	1	52	34	7	32	37	1	20	4	24	60	21	3	0			FBgn0052669	CG32669
Slob	FBgn0264087	0	0	10	0	0	0	0	6	3	0	4	5	0	4	0	2	7	7	0	0			FBgn0030244	CG2157
Myo28B1	FBgn0040299	0	3	11	2	1	3	2	6	19	1	4	14	3	3	0	13	9	7	2	1			FBgn0030247	CG15208
CG18585	FBgn0031929	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0			FBgn0003965	v
CG7025	FBgn0031930	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0052671	Rab9Fa
CG43235	FBgn0262880	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0			FBgn0052670	Rab9Fb
Tep2	FBgn0041182	1	217	1169	177	142	171	75	980	1070	79	1041	1160	129	1106	91	1030	1159	898	126	1			FBgn0021742	C901
Tep3	FBgn0041181	0	16	26	18	10	11	6	24	12	11	24	14	10	16	5	23	28	23	16	0			FBgn0259241	CG42339
Ntl	FBgn0267326	0	17	0	17	8	15	6	0	0	3	0	0	13	0	5	0	0	0	3	0			FBgn0030257	SmydA-4
CG33296	FBgn0053296	0	0	2	1	0	0	0	0	2	0	1	0	1	2	1	0	1	0	0	0			FBgn0030258	CG1552
CG13793	FBgn0031935	1	23	7	8	7	14	6	11	9	6	3	10	4	2	5	5	9	6	6	0			FBgn0030259	CG1545
CG13794	FBgn0031936	0	0	4	2	1	0	0	1	0	0	3	0	1	3	0	13	7	3	0	0			FBgn0030260	CG1537
CG13795	FBgn0031937	0	0	5	1	1	2	2	4	0	4	11	4	4	5	0	7	6	9	3	0			FBgn0030261	CG15203
CG13796	FBgn0031939	0	26	234	9	6	15	3	161	134	2	127	195	6	116	5	156	198	103	5	0			FBgn0030262	Vago
CG31904	FBgn0260479	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			FBgn0030263	CG2076
Acp1	FBgn0014454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0027498	CG2061
CG7214	FBgn0031940	0	6	30	1	5	0	0	14	11	0	9	17	0	4	0	12	14	6	6	0			FBgn0259101	CG42249
ATPsynGL	FBgn0031941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0265535	CG44385
CG7203	FBgn0031942	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0			FBgn0052667	ssp7
CG46025	FBgn0267689	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			FBgn0030270	CG15199
CG7191	FBgn0031945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030271	CG15202
CG7179	FBgn0020880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030272	CG15201
Uro	FBgn0003961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0			FBgn0052668	CG32668
CG7164	FBgn0031946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0			FBgn0026268	antdh
Brd7-9	FBgn0031947	2	450	6664	611	520	564	276	6769	9257	329	7625	6988	294	8961	282	7968	7015	8008	517	0			FBgn0030277	CG1394
CG7149	FBgn0031948	0	2	893	9	9	9	0	680	781	13	564	816	3	569	3	789	885	535	9	0			FBgn0030278	CG15200
LKRSDH	FBgn0286198	0	4	67	3	0	2	1	31	35	0	24	48	0	36	0	57	64	32	6	0			FBgn0030280	CG11106
Herp	FBgn0031950	1	98	3171	136	116	114	43	2970	3761	71	3538	2889	48	4135	43	3225	3095	3911	62	0			FBgn0265595	CG44422
r2d2	FBgn0031951	0	35	2249	63	43	46	19	2111	2325	45	2779	2077	25	3312	27	2312	2292	2975	43	0			FBgn0030283	CG15198
cdc14	FBgn0031952	4	57	3998	75	61	54	13	3150	3635	28	3242	3599	38	3532	16	3233	3563	3135	41	1			FBgn0083979	Ir10a
LanB1	FBgn0261800	4	661	5831	815	639	682	320	4552	4021	440	2536	4763	305	2257	387	3638	5430	2049	584	3			FBgn0003411	sisA
CG7115	FBgn0027515	0	69	6272	115	105	96	50	6263	7474	57	6998	5866	78	8297	74	6902	6464	7707	98	0			FBgn0030290	CG11756
Rack1	FBgn0020618	10	2374	111874	2367	2596	1524	487	99884	102358	1471	73423	89200	881	77294	998	88363	113024	73141	1459	5			FBgn0030296	CG15196
mts	FBgn0004177	8	1454	26024	2052	1619	1465	621	26903	33459	992	28946	26065	927	34166	874	32284	27313	32183	1209	18			FBgn0030297	Gr10b
CG14537	FBgn0031954	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0045502	Gr10a
CG14535	FBgn0031955	0	1	244	10	9	8	0	177	184	6	75	241	4	106	8	222	206	61	21	0			FBgn0030298	Or10a
lectin-28C	FBgn0040099	0	10	16	4	10	19	1	10	7	15	6	6	17	9	2	17	11	10	7	0			FBgn0262685	CG43155
TwdlE	FBgn0031957	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030307	CG33235
Proc	FBgn0045038	0	0	2	0	0	0	0	1	3	0	1	4	0	0	0	3	2	0	0	0			FBgn0030310	PGRP-SA
spz3	FBgn0031959	0	0	2	0	0	0	0	3	5	0	10	4	0	12	0	3	5	9	3	0			FBgn0030311	CG11699
CG7102	FBgn0031961	0	23	234	19	15	13	9	288	426	5	463	294	14	630	17	329	326	551	5	1			FBgn0030313	Reepl1
SmE	FBgn0261790	2	331	3998	411	300	244	140	3788	4555	201	4116	4000	152	4632	180	4766	4283	4613	262	1			FBgn0030317	pkm
CG34132	FBgn0083968	0	117	3005	176	137	137	56	2263	2430	103	2686	2647	68	2746	57	2474	2678	2637	145	0			FBgn0030319	CG2533
Spn28Da	FBgn0051902	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0			FBgn0030326	CG2444
Spn28Db	FBgn0053121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0259918	inaF-B
Snoo	FBgn0085450	0	16	759	22	18	17	10	678	676	13	523	735	1	619	21	634	731	485	18	0			FBgn0085351	inaF-A
CG7231	FBgn0031968	1	50	712	77	52	34	22	609	760	32	616	591	41	745	25	702	656	693	43	0			FBgn0085350	inaF-C
pes	FBgn0031969	0	158	10243	169	147	114	41	10048	12456	124	11532	9925	68	13671	83	11246	10234	12484	108	0			FBgn0002577	m
CG7227	FBgn0031970	0	0	18	1	0	0	0	12	8	3	6	10	0	6	0	9	20	5	0	0			FBgn0004511	dy
Sirup	FBgn0031971	3	581	3053	443	560	399	155	2661	2484	337	2383	2678	253	2685	280	2701	2822	2521	439	1			FBgn0030338	CG15741
Wwox	FBgn0031972	0	122	776	144	143	126	84	632	658	72	693	628	89	773	60	683	711	732	144	2			FBgn0030339	Cyp28c1
Spn28Dc	FBgn0031973	0	19	108	37	39	23	3	85	69	25	55	109	5	64	16	71	78	49	9	0			FBgn0030340	CG15740
CG12560	FBgn0031974	0	72	966	79	69	65	36	908	1015	48	986	1001	57	1080	44	1036	950	971	61	0			FBgn0030348	CG10352
Glyat	FBgn0054010	0	1	23	3	3	4	0	38	29	1	26	46	0	28	0	34	35	23	1	0			FBgn0030358	CG10362
Tg	FBgn0031975	6	202	1362	243	332	260	69	1027	873	234	361	1131	149	384	169	1077	1075	391	145	0			FBgn0263111	cac
CG7367	FBgn0031976	0	0	0	0	0	0	0	4	3	2	0	5	0	1	0	3	6	0	0	0			FBgn0003865	tsg
baf	FBgn0031977	1	183	4180	326	259	235	88	4170	4977	155	4792	3973	101	5520	128	5102	4407	5395	249	0			FBgn0030359	CG18130
Cka	FBgn0044323	4	337	6072	385	337	276	135	5839	7374	235	6437	5739	172	7273	182	6557	5833	7099	247	2			FBgn0001083	fw
CCDC53	FBgn0031979	0	47	346	44	26	40	8	327	440	20	406	357	16	396	17	406	375	429	17	0			FBgn0030360	CG1806
RpL36A	FBgn0031980	2	947	42615	1174	1443	846	217	35714	35214	546	29528	37167	303	31305	458	39230	39991	28607	834	1			FBgn0030361	CG1492
Megf8	FBgn0031981	0	28	1819	18	41	14	10	1421	1658	12	1401	1490	16	1568	7	1363	1694	1336	8	0			FBgn0030367	Cyp311a1
poe	FBgn0011230	6	3387	35258	2479	3662	1993	1094	27852	34838	1236	29431	32297	2243	32599	1031	27855	31497	27539	1857	16			FBgn0030370	Uch-L5R
MED20	FBgn0013531	0	120	687	218	157	170	55	676	951	96	951	674	104	1055	68	774	742	1025	160	0			FBgn0085352	CG34323
Trf	FBgn0010287	0	36	534	38	24	20	12	517	556	20	488	512	10	564	10	533	562	524	58	1			FBgn0030374	CG15734
Mcr	FBgn0267488	0	376	11778	384	338	361	146	10426	13257	251	11810	10624	178	14323	157	11598	10996	11688	280	3			FBgn0030375	CG11356
Bsg	FBgn0261822	2	238	14923	402	252	336	125	14564	15952	241	13825	13512	159	16175	148	15826	15638	14560	201	0			FBgn0030376	CG2750
mon2	FBgn0031985	0	268	3600	334	327	244	111	2810	3618	155	2861	3282	158	3242	157	3134	3177	2665	212	1			FBgn0052655	CG32655
CG8673	FBgn0031986	0	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0			FBgn0267163	CG45603
CG12375	FBgn0031987	1	134	1560	143	115	79	53	1427	1876	75	1761	1276	56	2134	57	1678	1657	2052	104	3			FBgn0030384	CG2577
CG8668	FBgn0031988	0	62	4778	74	74	60	1	4535	5437	42	5997	4443	29	7102	28	5115	4984	6149	48	0			FBgn0030385	Ir11a
PAPLA1	FBgn0031990	1	357	6758	367	269	372	152	5410	6751	229	6079	5664	204	6843	154	5341	6197	5436	351	1			FBgn0052651	CG32651
CG42762	FBgn0261830	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0			FBgn0030386	CG2574
